,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
17935,2351800065,20150217T000000,590000.0,3.0,1.75,2180,6120,1.0,0,2,3,8,1380,800,1949,0,98199,47.6501,-122.405,2020,6122
19178,1924069115,20150224T000000,873000.0,3.0,2.25,2720,54450,2.0,0,0,3,11,2720,0,1997,0,98027,47.5473,-122.092,3170,60548
10701,2738600140,20140502T000000,499950.0,4.0,2.5,2860,3345,2.0,0,0,3,8,2190,670,2004,0,98072,47.7735,-122.158,2860,3596
8721,924000040,20140814T000000,324000.0,2.0,1.0,820,8370,1.0,0,0,4,7,820,0,1941,0,98177,47.7256,-122.361,1410,8370
11897,8944600060,20150420T000000,541900.0,3.0,2.5,1880,3054,2.0,0,0,3,8,1880,0,1988,0,98007,47.6091,-122.147,1840,3815
4146,461002551,20141004T000000,330600.0,1.0,1.0,580,1799,1.0,0,0,3,7,580,0,1908,2005,98117,47.6829,-122.375,1260,4000
3203,7214711270,20141204T000000,528000.0,5.0,2.25,2940,38009,1.0,0,0,3,8,1700,1240,1977,0,98077,47.7653,-122.077,2620,38300
90,2791500270,20140522T000000,243500.0,4.0,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510
12068,6884800262,20140920T000000,535000.0,4.0,2.0,1970,3515,1.0,0,0,5,8,1030,940,1969,0,98115,47.6873,-122.314,1650,4275
20125,2872100345,20140530T000000,919204.0,4.0,3.5,3760,5000,2.0,0,0,3,9,2860,900,2014,0,98117,47.6826,-122.394,1340,5000
880,5101405335,20140826T000000,414900.0,3.0,1.5,1260,9570,1.0,0,0,3,7,870,390,1941,0,98115,47.7004,-122.305,1620,7000
6024,7853301700,20150420T000000,635000.0,5.0,2.75,3110,6621,2.0,0,0,3,9,3110,0,2006,0,98065,47.543,-121.888,3550,7953
15374,7148700050,20150126T000000,340000.0,3.0,1.75,2650,7378,1.0,0,0,3,7,1460,1190,1952,0,98155,47.7525,-122.315,1600,7616
16018,259601100,20140513T000000,580000.0,5.0,2.0,2290,7125,1.0,0,0,3,7,1190,1100,1964,0,98008,47.63399999999999,-122.119,1460,7920
10995,2162000260,20140827T000000,699000.0,3.0,2.5,2740,18455,2.0,0,1,4,10,1510,1230,1977,0,98040,47.5585,-122.215,2840,16438
14861,3524049042,20140527T000000,375000.0,3.0,1.5,2000,7294,1.0,0,0,3,7,1520,480,1965,0,98118,47.5297,-122.267,2000,6000
19316,7812801785,20150218T000000,221347.0,3.0,2.0,1580,6655,1.0,0,0,3,6,790,790,1944,0,98178,47.4927,-122.248,1090,6655
16284,3586500630,20140924T000000,850000.0,2.0,1.75,2170,25732,1.0,0,2,4,8,2170,0,1952,0,98177,47.7542,-122.372,3020,23135
15119,1529200480,20140518T000000,534640.0,3.0,2.5,2130,3500,1.0,0,0,4,8,1210,920,1994,0,98072,47.736,-122.159,2030,3710
8421,8151600142,20150512T000000,319950.0,5.0,1.75,1710,11900,1.0,0,0,3,7,1070,640,1958,0,98146,47.506,-122.365,1030,10360
5719,1796100010,20140911T000000,555000.0,3.0,3.0,3760,188760,1.0,0,0,4,10,2640,1120,1979,0,98092,47.308,-122.087,2820,50543
14144,5451200530,20140705T000000,825000.0,4.0,2.25,2110,12653,2.0,0,0,4,8,2110,0,1972,0,98040,47.536,-122.225,2350,10980
6131,1377800010,20141119T000000,517500.0,3.0,1.0,1190,7000,1.0,0,0,3,7,1190,0,1943,0,98199,47.6453,-122.403,1350,7000
20683,3304030140,20150416T000000,424000.0,4.0,2.5,2650,8685,2.0,0,0,3,9,2650,0,2006,0,98001,47.344,-122.269,2650,7932
18649,430000175,20141215T000000,550000.0,3.0,1.75,1520,5618,1.0,0,0,3,7,1170,350,1953,0,98115,47.68,-122.284,1550,5618
27,3303700376,20141201T000000,667000.0,3.0,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861
12899,9284801165,20140530T000000,315000.0,3.0,2.0,1060,5750,1.0,0,0,3,7,1060,0,1981,0,98126,47.5523,-122.372,1080,5750
13104,546000865,20140919T000000,556000.0,3.0,1.0,1800,4005,1.5,0,0,4,7,1160,640,1929,0,98117,47.6876,-122.38,1240,4005
4930,9407111100,20150422T000000,220650.0,2.0,1.75,1460,10500,1.0,0,0,3,7,1460,0,1980,0,98045,47.4461,-121.768,1340,9600
14355,1370801465,20140619T000000,850000.0,2.0,1.75,1590,5136,1.5,0,3,3,9,1320,270,1927,0,98199,47.6424,-122.411,2520,5243
19944,2423069039,20140806T000000,650000.0,3.0,2.5,2500,51836,1.0,0,0,3,9,1510,990,2013,0,98027,47.4694,-121.989,2270,54450
8949,1645000100,20150129T000000,188000.0,3.0,1.5,1140,8500,1.0,0,0,4,7,1140,0,1964,0,98022,47.2093,-122.005,1600,8500
9504,1864700300,20141010T000000,347500.0,4.0,2.5,1970,7098,2.0,0,0,3,7,1970,0,2007,0,98038,47.3576,-122.058,1970,5361
4545,2771601730,20140629T000000,530000.0,2.0,1.0,840,3400,1.0,0,2,4,7,840,0,1924,0,98119,47.6403,-122.372,2000,4000
1868,1387301360,20141222T000000,411800.0,4.0,2.25,2190,6800,1.0,0,0,5,7,1340,850,1969,0,98011,47.7367,-122.195,1560,7611
10403,2205500335,20140807T000000,420000.0,4.0,1.75,1940,11500,1.0,0,0,4,7,1090,850,1955,0,98006,47.5774,-122.147,1700,8360
3127,3828000405,20150116T000000,176500.0,3.0,1.0,930,9900,1.5,0,0,4,5,930,0,1910,0,98032,47.3745,-122.231,930,7200
4222,7852060490,20140709T000000,356000.0,3.0,2.5,1590,3411,2.0,0,0,3,7,1590,0,2000,0,98065,47.5303,-121.878,1590,3411
2914,9324800110,20140728T000000,420000.0,3.0,1.75,1720,8102,1.0,0,0,5,6,860,860,1940,0,98125,47.7336,-122.29,1440,8106
8014,3583400120,20150204T000000,526750.0,5.0,2.5,2270,10700,1.0,0,0,4,8,1570,700,1963,0,98028,47.74100000000001,-122.256,2020,10230
8985,9468200100,20140710T000000,569950.0,4.0,1.0,1140,5940,1.0,0,2,3,7,1140,0,1916,0,98103,47.6795,-122.354,1630,4000
4515,723049333,20150405T000000,285000.0,3.0,1.5,1490,10367,1.0,0,0,3,7,1010,480,1957,0,98146,47.4973,-122.347,1000,8254
6317,9547205260,20140815T000000,733000.0,3.0,1.75,1740,3060,1.0,0,0,5,8,950,790,1930,2014,98115,47.6816,-122.31,1800,3960
17182,7883601155,20140530T000000,240000.0,3.0,2.0,1330,6000,1.0,0,0,4,7,630,700,1900,0,98108,47.5255,-122.327,1140,6000
10301,4124000320,20150316T000000,335620.0,3.0,2.25,1800,15903,1.0,0,0,3,8,1340,460,1986,0,98038,47.3813,-122.043,2000,15233
8299,2624049165,20140513T000000,575000.0,3.0,1.75,1580,11750,1.0,0,0,4,7,1180,400,1951,0,98118,47.5368,-122.265,2150,11750
19305,3824100211,20140626T000000,370000.0,3.0,1.5,2380,14500,1.0,0,0,4,7,1850,530,1961,0,98028,47.7714,-122.256,1830,13600
379,7132300695,20150421T000000,435000.0,3.0,1.5,1300,3348,1.5,0,0,3,7,1300,0,1904,2014,98144,47.592,-122.307,1590,2577
5353,322069153,20140827T000000,364250.0,3.0,2.5,2280,213879,2.0,0,0,3,8,2280,0,1994,0,98038,47.4213,-122.033,2380,178160
7210,2896310420,20150219T000000,615000.0,4.0,2.75,3120,34040,2.0,0,0,3,9,3120,0,1997,0,98010,47.3431,-122.03,2420,25201
12194,9523100550,20141003T000000,857500.0,3.0,1.5,2040,3960,2.0,0,2,5,8,2040,0,1928,0,98103,47.6658,-122.355,1540,3400
14876,1125059071,20140522T000000,910000.0,4.0,3.25,3340,10890,1.5,0,0,3,9,2240,1100,1963,2000,98052,47.6677,-122.136,2880,9794
11422,8682310310,20150511T000000,589000.0,2.0,2.0,1850,4667,1.0,0,0,3,8,1850,0,2010,0,98053,47.7101,-122.014,1860,6008
10009,1202000140,20141210T000000,160000.0,3.0,1.0,1060,8000,1.0,0,0,4,6,1060,0,1927,0,98002,47.305,-122.218,1060,4697
9835,4038700830,20150409T000000,575000.0,4.0,1.75,2330,8800,1.0,0,2,4,7,1260,1070,1961,0,98008,47.6148,-122.113,2270,8800
4024,9175600025,20141007T000000,800000.0,7.0,6.75,7480,41664,2.0,0,2,3,11,5080,2400,1953,0,98166,47.4643,-122.368,2810,33190
17411,5459000305,20150408T000000,648752.0,3.0,2.25,2060,9953,1.0,0,0,5,8,1070,990,1964,0,98040,47.5767,-122.233,2340,9600
21106,4253400104,20150212T000000,380950.0,2.0,2.0,1120,1039,2.0,0,0,3,7,840,280,2007,0,98144,47.5788,-122.315,1130,5400
4370,3574801500,20140926T000000,490000.0,4.0,2.5,3000,8645,2.0,0,0,3,8,3000,0,1985,0,98034,47.7315,-122.224,1930,8866
19873,3449000060,20141001T000000,320000.0,3.0,1.0,1400,9000,1.0,0,0,5,7,1400,0,1959,0,98059,47.5022,-122.145,1440,8400
8251,7137800300,20140708T000000,228950.0,3.0,1.75,1200,9085,1.0,0,0,4,7,1200,0,1968,0,98023,47.2795,-122.353,1200,9085
17817,323089085,20150422T000000,850000.0,3.0,2.0,2740,101930,1.0,0,2,3,9,2740,0,1999,0,98045,47.5056,-121.77,2140,83635
15019,7696300080,20140914T000000,340000.0,4.0,1.75,1900,7313,1.0,0,0,3,7,1900,0,1973,0,98034,47.7311,-122.232,1420,7384
3836,4302200336,20140707T000000,300000.0,3.0,1.0,930,5160,1.5,0,0,5,6,930,0,1919,0,98106,47.5256,-122.357,1060,5160
10318,2323089065,20141217T000000,800000.0,4.0,2.75,4600,322188,1.0,0,4,3,10,2400,2200,1989,0,98045,47.4626,-121.739,3740,114562
4673,7631800025,20140606T000000,1035000.0,4.0,3.25,3450,11240,2.0,0,3,4,10,2430,1020,1960,2001,98166,47.4556,-122.372,2412,19499
15630,2321059093,20140805T000000,506000.0,3.0,2.5,2100,213008,1.0,0,0,3,8,2100,0,1990,0,98092,47.2984,-122.144,1330,214315
11620,1069000070,20150415T000000,2795000.0,5.0,3.25,4590,12793,2.0,0,2,5,11,3590,1000,1928,0,98199,47.6453,-122.41,2920,8609
3543,7968200090,20140819T000000,335000.0,4.0,2.5,2210,7214,2.0,0,0,3,8,2210,0,2003,0,98003,47.3554,-122.298,2270,7246
7852,9191200015,20140910T000000,613200.0,3.0,2.75,2050,3320,1.5,0,0,4,7,1580,470,1927,0,98105,47.6719,-122.301,1760,4150
12758,9477920120,20150212T000000,505000.0,4.0,2.5,3170,5340,2.0,0,0,3,7,3170,0,2000,0,98059,47.4911,-122.138,3010,5340
8723,349400100,20140908T000000,237500.0,3.0,1.75,1480,7830,1.0,0,0,3,7,1480,0,1980,0,98022,47.1967,-121.998,1130,7553
20465,8029770410,20150420T000000,650000.0,4.0,2.5,3160,8530,2.0,0,0,3,9,3160,0,2006,0,98059,47.5075,-122.148,3160,6460
12000,7851990240,20140717T000000,771150.0,4.0,3.5,3950,12320,2.0,0,0,3,10,3950,0,2001,0,98065,47.5414,-121.869,3920,11086
13910,7853240040,20150414T000000,700000.0,4.0,2.75,3350,7857,2.0,0,2,3,9,3350,0,2004,0,98065,47.5398,-121.859,3870,7886
17659,620079042,20150323T000000,370000.0,2.0,1.0,2360,105850,1.0,0,2,2,6,1180,1180,1947,0,98022,47.2495,-121.97,2640,386812
3607,3342103148,20150213T000000,502500.0,5.0,2.5,2430,6168,2.0,0,0,3,8,2430,0,2007,0,98056,47.5237,-122.199,2150,8400
4841,8899210680,20140915T000000,359000.0,3.0,2.5,2430,7857,2.0,0,0,5,8,1730,700,1980,0,98055,47.4546,-122.211,2160,8740
16495,205000050,20141218T000000,735000.0,4.0,2.5,3270,45537,2.0,0,0,3,9,3270,0,1993,0,98053,47.6303,-121.984,2670,38827
8632,1994200375,20141203T000000,601150.0,2.0,2.0,1660,5200,1.0,0,0,5,7,1120,540,1906,0,98103,47.6871,-122.334,1260,5160
16924,2760200050,20140717T000000,226000.0,4.0,1.0,1270,6459,1.5,0,0,3,7,1270,0,1918,0,98118,47.5441,-122.273,1300,4100
19951,8096800110,20141215T000000,345000.0,3.0,2.25,2730,9388,1.0,0,0,3,7,1390,1340,1975,0,98030,47.3785,-122.185,2255,5701
9775,5318100200,20140527T000000,1100000.0,3.0,2.75,2640,4050,1.5,0,0,5,8,1750,890,1926,0,98112,47.6332,-122.281,1920,3600
15557,3623029034,20150311T000000,230000.0,3.0,1.0,1120,32250,1.0,0,0,4,6,1120,0,1934,0,98070,47.447,-122.482,1010,335289
7517,2223059052,20140529T000000,231000.0,4.0,2.0,1530,6375,2.0,0,0,3,7,1530,0,1942,1983,98058,47.4692,-122.162,1500,8712
16708,1732600050,20141017T000000,423500.0,3.0,2.0,2000,10490,1.0,0,0,3,8,1430,570,1978,0,98033,47.6976,-122.166,1530,7659
16567,7603100095,20141110T000000,1260000.0,3.0,3.0,3230,8625,2.0,0,3,3,10,2220,1010,1998,0,98116,47.562,-122.404,2330,6022
12734,2789000120,20150424T000000,335000.0,2.0,1.0,1800,8900,1.0,0,0,3,6,900,900,1945,0,98168,47.51,-122.323,2040,10450
4434,7202260300,20140709T000000,610000.0,3.0,2.5,2630,5827,2.0,0,0,3,8,2630,0,2001,0,98053,47.688,-122.038,2330,4715
151,1324300398,20150409T000000,560000.0,3.0,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000
19646,832700320,20150209T000000,348000.0,3.0,2.5,1490,2478,3.0,0,0,3,8,1490,0,2009,0,98133,47.7236,-122.353,1270,1156
21519,1702901618,20150407T000000,420000.0,1.0,2.0,1070,675,2.0,0,0,3,8,880,190,2007,0,98118,47.5574,-122.284,1220,788
14248,3331000455,20150217T000000,230000.0,3.0,1.0,1000,4000,1.5,0,0,4,6,1000,0,1915,0,98118,47.5523,-122.286,1040,4240
9085,3222049055,20150116T000000,650000.0,3.0,1.75,2800,19386,1.0,1,4,3,8,1400,1400,1965,0,98198,47.3554,-122.324,3270,31450
10194,7787120260,20140609T000000,471000.0,4.0,2.5,2330,9928,2.0,0,0,3,8,2330,0,1998,0,98045,47.4836,-121.783,2430,8175
19296,9828701605,20141002T000000,585000.0,3.0,2.5,1740,2350,2.0,0,0,3,8,1130,610,1995,0,98112,47.6207,-122.297,1740,3201
14021,7466900220,20141212T000000,170000.0,2.0,1.0,1300,11400,1.0,0,0,3,7,1300,0,1961,0,98003,47.3459,-122.299,1360,9750
4439,3585900495,20141110T000000,1250000.0,3.0,2.5,3670,18505,1.0,0,4,3,10,2530,1140,1983,0,98177,47.7588,-122.376,2920,20000
5027,7199330010,20150417T000000,525000.0,3.0,1.75,1720,7200,1.0,0,0,3,7,1140,580,1977,0,98052,47.6977,-122.132,1700,8400
12872,2424049029,20140529T000000,3100000.0,6.0,4.25,6980,15682,3.0,0,4,4,12,5330,1650,1999,0,98040,47.5552,-122.231,3930,18367
2843,7199360090,20150320T000000,478000.0,3.0,1.0,1440,7107,1.0,0,0,4,7,1000,440,1980,0,98052,47.6968,-122.124,1540,7140
2293,8901000445,20141218T000000,390000.0,3.0,1.5,1600,10440,1.0,0,0,3,7,1600,0,1954,0,98125,47.7109,-122.311,1600,8816
2885,6706600090,20140508T000000,402000.0,3.0,2.5,1960,8000,1.0,0,0,4,7,1290,670,1977,0,98034,47.7249,-122.178,1960,8000
20403,6056100150,20140623T000000,160797.0,3.0,1.5,1270,2356,2.0,0,0,3,7,1270,0,2012,0,98108,47.5671,-122.298,1490,2175
7075,7694600143,20141218T000000,350000.0,3.0,1.75,1480,9375,1.0,0,0,4,7,1480,0,1957,0,98146,47.5076,-122.366,1370,9000
16799,868000305,20140617T000000,554000.0,4.0,1.0,1120,7104,1.5,0,0,3,7,1120,0,1946,0,98177,47.7055,-122.372,1370,7104
14532,6204200180,20140709T000000,443000.0,3.0,2.25,1920,8223,2.0,0,0,4,7,1920,0,1989,0,98011,47.735,-122.201,1940,7274
12503,7205800040,20141223T000000,450000.0,4.0,2.5,2820,15233,1.0,0,2,4,9,1820,1000,1972,0,98003,47.3426,-122.321,2560,11998
19613,7525950110,20140828T000000,1200000.0,4.0,3.25,3850,19842,2.0,0,3,3,11,3180,670,1989,0,98074,47.6239,-122.065,4320,19500
402,6021501685,20150422T000000,352000.0,2.0,1.0,940,5000,1.0,0,0,4,7,940,0,1937,0,98117,47.6879,-122.385,1560,4500
2745,8934100125,20140829T000000,810000.0,3.0,2.0,2870,6360,1.5,0,1,4,8,1790,1080,1946,0,98115,47.6813,-122.275,2310,6466
18384,4046710180,20150325T000000,660000.0,3.0,3.5,3600,37982,2.0,0,0,4,8,3600,0,1996,0,98014,47.6982,-121.917,2050,18019
1154,7880010060,20150406T000000,699000.0,4.0,2.5,3230,40319,2.0,0,0,4,10,3230,0,1987,0,98027,47.4856,-122.069,2990,40234
12485,1523049115,20141021T000000,234550.0,3.0,1.0,1990,15375,1.0,0,0,3,7,1140,850,1946,0,98168,47.4778,-122.288,1160,10236
8208,521079025,20150417T000000,579000.0,3.0,2.5,3160,286181,2.0,0,3,3,9,3160,0,2002,0,98010,47.3401,-121.946,2110,94663
8661,523049106,20140826T000000,255000.0,2.0,1.0,1610,19965,1.0,0,0,3,7,1610,0,1952,0,98168,47.5095,-122.313,2100,28400
14964,3856901760,20141215T000000,730000.0,2.0,1.0,1860,3400,1.0,0,0,3,7,1010,850,1920,0,98105,47.6714,-122.329,1540,3997
9923,1853000030,20150416T000000,775000.0,3.0,2.5,3550,32807,2.0,0,0,3,9,3550,0,1989,0,98077,47.7292,-122.082,3270,35001
9688,7559600200,20141021T000000,641000.0,4.0,2.5,2600,6015,2.0,0,0,3,8,2600,0,2004,0,98075,47.5971,-122.031,2910,5305
4294,1235700042,20140528T000000,537000.0,3.0,2.5,1550,12920,2.0,0,0,5,7,1550,0,1999,0,98033,47.6973,-122.194,2610,10800
4468,1454600266,20141027T000000,925000.0,4.0,3.75,4420,9492,2.0,0,1,3,9,3420,1000,1962,2005,98125,47.7211,-122.283,2880,9900
10923,9554200200,20141218T000000,582500.0,2.0,1.75,1990,6549,1.0,0,0,3,7,1170,820,1948,0,98115,47.7,-122.296,1640,7202
1447,7399300860,20140825T000000,290000.0,3.0,2.25,1500,7308,1.0,0,0,4,7,1210,290,1968,0,98055,47.4621,-122.187,1480,7400
19652,2781280310,20141222T000000,274000.0,3.0,2.5,1830,2517,2.0,0,0,3,8,1830,0,2005,0,98055,47.4496,-122.189,1610,2762
6622,3172600095,20140708T000000,371500.0,3.0,1.0,1650,6400,1.0,0,0,4,7,980,670,1954,0,98106,47.52,-122.365,1230,6400
20010,856000195,20140521T000000,2700000.0,5.0,4.75,5305,8401,2.0,0,2,3,11,3745,1560,2005,0,98033,47.6864,-122.215,2960,7200
9351,2413300730,20140924T000000,263500.0,4.0,1.75,2210,6375,1.0,0,0,3,8,1640,570,1977,0,98003,47.3268,-122.328,2070,7210
10929,4024100496,20140716T000000,360000.0,3.0,1.75,1520,12282,1.0,0,0,3,8,1220,300,1978,0,98155,47.7516,-122.299,1860,13500
14288,7200001608,20140701T000000,540000.0,4.0,2.5,2180,10140,1.0,0,0,4,7,1180,1000,1968,0,98052,47.6822,-122.111,1840,9375
12120,1822069041,20141113T000000,400000.0,6.0,2.0,2320,210830,2.0,0,0,4,8,2320,0,1962,0,98058,47.398,-122.081,2540,217800
9967,9541600060,20140807T000000,799000.0,5.0,2.75,2500,19783,1.0,0,3,4,8,2500,0,1959,0,98005,47.5938,-122.174,1700,15375
18201,522079015,20150322T000000,608000.0,3.0,2.0,2400,217800,2.0,0,0,3,8,1590,810,1975,0,98038,47.4166,-121.94,2340,207781
5203,7649400170,20141205T000000,675000.0,3.0,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794
18208,2579500110,20140701T000000,2367000.0,3.0,2.25,3530,17450,1.0,1,3,3,9,1840,1690,1930,1993,98040,47.5358,-122.213,3530,17310
6999,8069000216,20140722T000000,356200.0,3.0,2.0,1690,10062,1.0,0,2,5,7,940,750,1928,0,98178,47.5102,-122.241,2390,6650
17041,3222059007,20140913T000000,370000.0,3.0,1.5,1690,161913,1.0,0,0,2,7,1430,260,1952,0,98030,47.356,-122.189,1930,12548
16352,3303980470,20141201T000000,1185000.0,4.0,3.25,3960,12895,2.0,0,0,3,11,3960,0,2001,0,98059,47.5211,-122.151,3870,12040
4945,7923300285,20150312T000000,650000.0,4.0,2.25,2440,9320,1.0,0,0,4,7,1880,560,1957,0,98007,47.5933,-122.135,1530,9335
19039,5459500100,20140924T000000,680000.0,3.0,1.75,2330,9652,1.0,0,0,4,8,1590,740,1968,0,98040,47.5714,-122.211,2420,9631
1136,6021502830,20141110T000000,400000.0,3.0,1.0,1130,4100,1.0,0,0,3,7,990,140,1941,0,98117,47.6856,-122.385,1800,4100
1531,2864600105,20140624T000000,819000.0,3.0,3.5,2130,6150,2.0,0,2,5,8,1530,600,1908,0,98199,47.6491,-122.405,2040,5381
11555,2491200955,20141229T000000,530000.0,5.0,2.0,3020,6000,1.5,0,0,5,7,1860,1160,1925,0,98126,47.5207,-122.378,1380,6000
14803,3835502815,20140925T000000,1260000.0,3.0,2.5,3110,9930,1.0,0,1,3,8,1640,1470,1954,0,98039,47.6112,-122.226,3650,14399
895,643500030,20141114T000000,431650.0,5.0,2.5,1710,7700,1.5,0,0,3,7,1710,0,1962,0,98007,47.5922,-122.146,1530,7700
20068,2883200524,20140512T000000,635000.0,3.0,2.5,1570,1433,3.0,0,0,3,8,1570,0,2010,0,98103,47.6858,-122.336,1570,2652
21050,2424059170,20150219T000000,900000.0,5.0,6.0,7120,40806,2.0,0,4,3,12,5480,1640,2007,0,98006,47.5451,-122.114,3440,36859
21115,7853361310,20141215T000000,425000.0,4.0,2.5,1950,5000,2.0,0,0,3,8,1950,0,2012,0,98065,47.515,-121.872,2710,5000
7439,8044700010,20150427T000000,630000.0,3.0,1.75,1940,7306,1.0,0,0,3,8,1470,470,1982,0,98052,47.6632,-122.153,2360,8865
5646,9178601630,20141113T000000,720000.0,2.0,1.0,1580,2199,2.0,0,2,3,8,1580,0,1921,1995,98103,47.6541,-122.329,2170,4405
17957,7635801321,20140723T000000,455000.0,4.0,3.0,2480,9238,1.0,0,0,5,7,2050,430,1913,0,98166,47.4701,-122.364,1820,12214
20571,7234600820,20150327T000000,552500.0,3.0,1.5,1300,1435,2.0,0,0,3,8,1120,180,2007,0,98122,47.6114,-122.31,1320,1652
8023,2138000120,20140626T000000,435000.0,4.0,2.75,2110,8751,1.0,0,0,3,7,1510,600,1962,0,98011,47.7617,-122.215,1660,10295
3316,2787720300,20150319T000000,410000.0,3.0,1.75,1880,8424,1.0,0,0,4,7,1380,500,1977,0,98059,47.5116,-122.161,1970,8523
18643,293620220,20150421T000000,797500.0,4.0,2.5,3270,8223,2.0,0,0,3,10,3270,0,1998,0,98075,47.6018,-122.073,3460,8872
15267,3022039069,20150326T000000,300000.0,3.0,1.0,1290,12415,1.5,0,0,3,6,1290,0,1908,0,98070,47.3719,-122.461,1620,12415
2184,7212660640,20150326T000000,333000.0,4.0,2.5,2400,7270,2.0,0,0,3,8,2400,0,1993,0,98003,47.2697,-122.312,2150,6584
8031,2126049096,20141202T000000,399000.0,3.0,1.0,1460,8290,1.0,0,0,3,8,1460,0,1959,0,98125,47.7246,-122.3,1470,8290
14908,5379805475,20140609T000000,234999.0,3.0,1.0,1330,8912,1.0,0,0,3,6,1330,0,1948,0,98188,47.4493,-122.274,1200,8913
10746,7972602435,20150318T000000,287000.0,2.0,1.0,950,6350,1.0,0,0,3,7,950,0,1951,0,98106,47.528,-122.352,1080,7620
275,4215100060,20150320T000000,365000.0,3.0,2.5,2653,4510,2.0,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927
6857,9407110680,20141008T000000,280000.0,3.0,1.5,1370,11400,2.0,0,0,3,7,1370,0,1980,0,98045,47.4477,-121.77,1390,9600
1100,7237500390,20141110T000000,1570000.0,5.0,4.5,6070,14731,2.0,0,0,3,11,6070,0,2004,0,98059,47.5306,-122.134,4750,13404
228,722059070,20150115T000000,235000.0,3.0,1.0,1430,15246,1.0,0,0,4,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068
13442,1545800205,20140613T000000,324900.0,4.0,2.5,1880,7965,2.0,0,0,3,7,1880,0,2000,0,98038,47.3642,-122.052,1570,7584
20287,1760650280,20150306T000000,324950.0,4.0,2.5,2110,4178,2.0,0,0,3,7,2110,0,2013,0,98042,47.3612,-122.081,2300,4142
7902,5101405465,20150203T000000,463000.0,3.0,2.0,1590,5009,2.0,0,0,4,6,1590,0,1985,0,98125,47.7012,-122.322,1730,6380
337,2877103726,20140722T000000,791500.0,4.0,2.0,1510,3500,1.5,0,0,5,7,1510,0,1911,0,98103,47.6794,-122.357,1820,3750
13570,3793500730,20140627T000000,394000.0,4.0,2.5,3000,9793,2.0,0,0,3,7,3000,0,2002,0,98038,47.3655,-122.028,1890,7557
13554,1023059186,20150126T000000,252000.0,3.0,1.0,1530,9465,1.0,0,0,4,7,1530,0,1960,0,98059,47.4915,-122.151,1530,9465
11193,3832500260,20140509T000000,260000.0,3.0,2.5,1420,14850,1.0,0,0,4,7,1020,400,1963,0,98032,47.3661,-122.29,2060,8800
19084,8645511500,20150420T000000,352750.0,4.0,2.75,2270,24237,1.0,0,0,4,7,1360,910,1977,0,98058,47.4672,-122.175,2050,8016
1437,4473400045,20140826T000000,535000.0,3.0,2.0,2040,5600,1.0,0,1,5,7,1120,920,1954,0,98144,47.5959,-122.293,2120,4958
21232,7697000170,20141025T000000,312000.0,3.0,2.5,1750,4076,2.0,0,0,3,7,1750,0,2013,0,98038,47.3597,-122.045,1810,4090
16603,4406000050,20140519T000000,225000.0,2.0,1.0,910,9612,1.0,0,0,4,7,910,0,1981,0,98058,47.4297,-122.152,1410,9611
8184,510002506,20140825T000000,459500.0,2.0,1.5,1170,1079,3.0,0,0,3,7,1170,0,2003,0,98103,47.6607,-122.333,1170,1116
6652,3558000130,20140909T000000,350000.0,3.0,2.75,2370,4632,2.0,0,0,3,7,2370,0,2002,0,98038,47.3794,-122.022,2290,5012
14898,4376800010,20140814T000000,610000.0,4.0,2.25,1960,9021,2.0,0,0,4,8,1960,0,1973,0,98052,47.6349,-122.096,1960,9975
19614,3211260120,20141215T000000,370000.0,3.0,2.25,3230,35306,2.0,0,0,3,9,3230,0,1987,0,98092,47.3065,-122.113,2760,35285
2299,5126950340,20150330T000000,252000.0,3.0,1.75,1430,7700,1.0,0,0,4,7,980,450,1981,0,98031,47.3993,-122.183,1430,8625
6062,5379805253,20141020T000000,240000.0,2.0,1.0,870,8400,1.0,0,0,3,7,870,0,1960,0,98188,47.4493,-122.282,1070,12465
9442,2095500120,20140718T000000,350000.0,4.0,2.5,2380,6124,2.0,0,0,3,8,2380,0,1997,0,98030,47.3662,-122.175,2170,6097
21167,8856003839,20141210T000000,215000.0,3.0,2.5,1322,6006,2.0,0,0,3,7,1322,0,2009,0,98001,47.2706,-122.254,1440,6796
12237,3575200030,20140729T000000,549000.0,4.0,2.25,2420,59800,1.0,0,0,4,8,1350,1070,1985,0,98074,47.6206,-122.056,2160,17598
13529,7504021490,20140512T000000,1080000.0,3.0,2.5,3720,11610,2.0,0,0,3,11,3720,0,1982,0,98074,47.636,-122.049,3530,11877
11141,5467200055,20150307T000000,392500.0,4.0,2.75,2400,19923,1.0,0,0,5,7,1320,1080,1953,0,98042,47.3616,-122.144,2470,10736
